3481	
0.144	0
0.288	0
0.576	0
0.864	0
1.296	0
1.872	0
2.592	0
3.456	0
4.608	0
6.192	0
8.064	0
10.656	0
14.112	0
18.432	0
24.048	0
31.392	0
41.04	0
53.568	0
69.696	0
90.72	0
118.08	0
153.648	0
199.872	0
260.064	0
338.256	0
392.976	0
405.648	0
411.264	0
418.464	0
423.504	0
428.544	0
432	0
434.448	0
435.312	0
436.176	0
436.896	0
437.472	0
438.048	0
438.624	0
439.2	0
439.632	0
440.064	0
440.64	0
441.216	0
441.936	0
442.656	0
443.376	0
443.952	0
444.672	0
445.536	0
446.4	0
447.264	0
448.272	0
449.136	0
450	0
450.576	0
451.008	0
451.44	0
452.016	0
452.448	0
452.88	0
453.168	0
453.6	0
454.032	0
454.464	0
454.752	0
455.184	0
455.76	0
456.048	0
456.48	0
457.056	0
457.488	0
457.92	0
458.496	0
459.216	0
459.792	0
460.512	0
461.376	0
462.096	0
462.96	0
463.968	0
464.976	0
466.272	0
467.568	0
469.008	0
470.304	0
472.032	0
473.76	0
475.488	0
477.216	0
479.52	0
481.68	0
483.984	0
485.568	0
486.72	0
487.728	0
488.88	0
490.32	0
492.192	0
494.064	0
496.512	0
498.96	0
502.128	0
505.152	0
508.32	0
511.488	0
513.792	0
515.952	0
517.536	0
518.976	0
520.56	0
522.144	0
524.16	0
526.752	0
529.344	0
531.936	0
534.528	0
537.264	0
539.856	0
542.448	0
545.04	0
547.632	0
550.224	0
553.68	0
555.984	0
557.712	0
558.864	0
560.016	0
560.88	0
561.6	0
562.464	0
563.328	0
564.336	0
565.776	0
567.504	0
569.232	0
571.104	0
572.832	0
574.704	0
576.432	0
578.304	0
580.032	0
581.904	0
583.632	0
585.36	0
587.232	0
588.96	0
590.256	0
591.84	0
594	0
596.16	0
598.896	0
601.632	0
605.232	0
609.84	0
614.592	0
619.2	0
623.808	0
628.56	0
633.168	0
637.776	0
643.824	0
649.872	0
655.92	0
661.968	0
666.288	0
671.76	0
678.96	0
683.856	0
690.48	0
696.96	0
701.568	0
706.032	0
711.936	0
717.984	0
725.616	0
733.392	0
741.024	0
748.8	0
756.432	0
764.208	0
771.84	0
779.616	0
787.248	0
795.024	0
800.352	0
805.824	0
812.88	0
819.792	0
829.008	0
840.816	0
856.224	0
871.632	0
882.432	0
893.232	0
904.032	0
914.832	0
925.488	0
933.12	0
938.448	0
943.632	0
947.376	0
947.664	0
947.952	0
948.096	0
948.384	0
948.528	0
948.672	0
948.816	0
948.96	0
949.104	0
949.104	0
949.248	0
949.392	0
949.392	0
949.536	0
949.68	0
949.824	0
949.824	0
949.968	0
950.112	0
950.112	0
950.256	0
950.4	0
950.544	0
950.688	0
950.688	0
950.832	0
950.976	0
951.12	0
951.264	0
951.264	0
951.408	0
951.408	0
951.408	0
951.552	0
951.552	0
951.696	0
951.84	0
951.984	0
952.272	0
952.416	0
952.848	0
953.28	0
953.856	0
954.72	0
955.728	0
957.024	0
958.752	0
961.056	0
963.936	0
966.96	0
969.84	0
973.584	0
978.624	0
983.52	0
990	0
998.352	0
1009.152	0
1023.408	0
1041.696	0
1060.128	0
1078.416	0
1102.32	0
1126.224	0
1150.128	0
1174.032	0
1197.936	0
1221.84	0
1238.544	0
1250.208	0
1261.872	0
1270.08	0
1278.288	0
1286.496	0
1294.704	0
1302.912	0
1313.568	0
1324.224	0
