3128	
0.288	0
0.864	0
1.872	0
3.456	0
6.192	0
10.656	0
18.432	0
31.392	0
53.568	0
90.72	0
153.648	0
260.064	0
362.304	0
421.2	0
434.88	0
446.688	0
452.304	0
457.056	0
461.088	0
463.104	0
464.688	0
466.272	0
467.856	0
469.584	0
471.168	0
472.32	0
473.472	0
474.48	0
475.632	0
476.784	0
477.648	0
478.512	0
479.52	0
480.672	0
482.112	0
483.408	0
484.56	0
485.424	0
486.432	0
487.296	0
488.16	0
489.024	0
489.888	0
490.752	0
491.76	0
492.768	0
493.776	0
494.784	0
495.792	0
497.088	0
497.952	0
498.96	0
499.824	0
500.832	0
501.696	0
502.56	0
503.712	0
505.152	0
506.304	0
506.88	0
507.456	0
508.032	0
508.32	0
508.896	0
509.328	0
509.904	0
510.192	0
510.624	0
510.912	0
511.344	0
511.776	0
512.208	0
512.64	0
513.216	0
514.08	0
514.944	0
515.952	0
516.672	0
517.248	0
517.968	0
518.688	0
519.408	0
519.984	0
520.704	0
521.136	0
521.712	0
522.144	0
522.576	0
523.008	0
523.584	0
524.016	0
524.448	0
524.88	0
525.456	0
526.176	0
526.896	0
527.616	0
528.336	0
529.056	0
529.776	0
530.496	0
531.36	0
532.08	0
532.8	0
533.376	0
533.952	0
534.384	0
534.96	0
535.536	0
536.112	0
536.544	0
537.264	0
537.84	0
538.272	0
538.704	0
539.136	0
539.568	0
540.144	0
540.576	0
540.864	0
541.296	0
541.872	0
542.448	0
543.168	0
543.744	0
544.32	0
544.752	0
545.328	0
545.76	0
546.192	0
546.624	0
547.056	0
547.488	0
548.064	0
548.496	0
548.928	0
549.648	0
550.224	0
550.8	0
551.376	0
551.952	0
552.528	0
553.104	0
553.536	0
553.968	0
554.544	0
554.976	0
555.552	0
556.128	0
556.704	0
557.136	0
557.712	0
558.288	0
558.864	0
559.584	0
560.304	0
561.024	0
561.6	0
562.032	0
562.608	0
563.04	0
563.616	0
564.048	0
564.48	0
565.056	0
565.632	0
566.352	0
567.072	0
567.792	0
568.656	0
569.52	0
570.384	0
571.248	0
571.968	0
572.832	0
573.696	0
574.56	0
575.28	0
576.144	0
577.008	0
577.872	0
579.024	0
580.032	0
581.184	0
582.192	0
583.344	0
584.352	0
585.648	0
587.088	0
588.672	0
590.4	0
592.272	0
594.144	0
595.872	0
597.456	0
598.608	0
599.76	0
601.2	0
602.784	0
604.08	0
605.088	0
606.096	0
607.248	0
608.112	0
608.832	0
609.552	0
610.416	0
611.568	0
613.152	0
614.736	0
616.176	0
617.328	0
618.48	0
619.488	0
620.64	0
621.936	0
623.52	0
624.96	0
626.4	0
628.128	0
629.712	0
631.872	0
634.176	0
636.48	0
639.072	0
643.536	0
651.024	0
660.672	0
671.616	0
685.872	0
704.448	0
732.096	0
778.896	0
858.096	0
913.248	0
934.128	0
948.672	0
958.464	0
964.08	0
970.416	0
977.616	0
986.688	0
994.176	0
1002.816	0
1013.616	0
1022.4	0
1031.328	0
1040.256	0
1046.448	0
1052.64	0
1056.96	0
1060.56	0
1063.728	0
1066.752	0
1069.776	0
1074.24	0
1080.144	0
1087.92	0
1099.152	0
1110.384	0
1121.76	0
